Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Amp
High Voltage:,1800
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.20
Upper Discriminator:,1048
Lower Discriminator:,50
Calibration Coefficients:Elapsed Real Time:,186.03
Elapsed Live Time:,149.31
Start Time:,January 15, 2019, 02:35:12
End Time:,January 15, 2019, 02:35:14
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
322,,3240
323,,3154
324,,3138
325,,3054
326,,2931
327,,2778
328,,2838
329,,2706
330,,2692
331,,2547
332,,2579
333,,2494
334,,2380
335,,2399
336,,2330
337,,2199
338,,2225
339,,2119
340,,2142
341,,2066
342,,1968
343,,1907
344,,1831
345,,1844
346,,1755
347,,1761
348,,1708
349,,1712
350,,1635
351,,1628
352,,1568
353,,1606
354,,1460
355,,1396
356,,1480
357,,1361
358,,1337
359,,1370
360,,1344
361,,1242
362,,1233
363,,1177
364,,1210
365,,1252
366,,1169
367,,1090
368,,1087
369,,1110
370,,1061
371,,1065
372,,1018
373,,1000
374,,1001
375,,936
376,,1061
377,,1033
378,,977
379,,895
380,,899
381,,973
382,,915
383,,886
384,,889
385,,879
386,,928
387,,880
388,,893
389,,825
390,,905
391,,867
392,,871
393,,869
394,,810
395,,828
396,,847
397,,826
398,,804
399,,810
400,,815
401,,794
402,,796
403,,754
404,,833
405,,793
406,,777
407,,819
408,,789
409,,772
410,,792
411,,755
412,,815
413,,747
414,,769
415,,829
416,,772
417,,774
418,,769
419,,810
420,,742
421,,774
422,,762
423,,769
424,,734
425,,771
426,,733
427,,750
428,,780
429,,729
430,,787
431,,815
432,,779
433,,732
434,,815
435,,746
436,,796
437,,808
438,,790
439,,790
440,,769
441,,776
442,,810
443,,757
444,,772
445,,794
446,,818
447,,808
448,,790
449,,785
450,,739
451,,741
452,,806
453,,758
454,,837
455,,792
456,,769
457,,719
458,,763
459,,803
460,,771
461,,789
462,,744
463,,788
464,,781
465,,822
466,,812
467,,786
468,,787
469,,809
470,,817
471,,746
472,,729
473,,795
474,,772
475,,781
476,,814
477,,766
478,,838
479,,839
480,,783
481,,787
482,,797
483,,809
484,,729
485,,797
486,,798
487,,800
488,,827
489,,824
490,,808
491,,787
492,,778
493,,767
494,,829
495,,801
496,,752
497,,789
498,,787
499,,778
500,,745
501,,747
502,,760
503,,766
504,,831
505,,786
506,,791
507,,833
508,,740
509,,777
510,,754
511,,785
512,,787
513,,811
514,,818
515,,740
516,,745
517,,752
518,,781
519,,807
520,,731
521,,771
522,,831
523,,754
524,,799
525,,751
526,,773
527,,755
528,,740
529,,725
530,,742
531,,816
532,,782
533,,730
534,,801
535,,742
536,,780
537,,744
538,,781
539,,772
540,,758
541,,758
542,,747
543,,776
544,,798
545,,772
546,,775
547,,763
548,,766
549,,712
550,,825
551,,777
552,,773
553,,785
554,,773
555,,803
556,,799
557,,811
558,,844
559,,811
560,,762
561,,763
562,,805
563,,824
564,,790
565,,833
566,,838
567,,765
568,,852
569,,824
570,,801
571,,846
572,,855
573,,819
574,,810
575,,854
576,,842
577,,900
578,,830
579,,826
580,,911
581,,870
582,,817
583,,905
584,,906
585,,899
586,,924
587,,847
588,,867
589,,991
590,,900
591,,909
592,,878
593,,930
594,,914
595,,1000
596,,933
597,,884
598,,985
599,,1022
600,,1050
601,,996
602,,1020
603,,988
604,,1071
605,,1053
606,,999
607,,1059
608,,1045
609,,1083
610,,1068
611,,1085
612,,1029
613,,1111
614,,1149
615,,1196
616,,1121
617,,1188
618,,1155
619,,1219
620,,1210
621,,1238
622,,1297
623,,1270
624,,1306
625,,1331
626,,1300
627,,1307
628,,1327
629,,1365
630,,1456
631,,1496
632,,1408
633,,1403
634,,1488
635,,1469
636,,1496
637,,1605
638,,1520
639,,1588
640,,1651
641,,1649
642,,1579
643,,1684
644,,1696
645,,1794
646,,1742
647,,1726
648,,1721
649,,1776
650,,1834
651,,1808
652,,1864
653,,1833
654,,1864
655,,1881
656,,1790
657,,1942
658,,1897
659,,1857
660,,1901
661,,1923
662,,1899
663,,1948
664,,1964
665,,1984
666,,1934
667,,1940
668,,1957
669,,1956
670,,2049
671,,2065
672,,1938
673,,1928
674,,1880
675,,1939
676,,2006
677,,1988
678,,1934
679,,2017
680,,1884
681,,1862
682,,1929
683,,1893
684,,1868
685,,1806
686,,1844
687,,1777
688,,1823
689,,1705
690,,1812
691,,1777
692,,1729
693,,1711
694,,1652
695,,1649
696,,1701
697,,1672
698,,1666
699,,1623
700,,1556
701,,1479
702,,1456
703,,1438
704,,1468
705,,1447
706,,1442
707,,1413
708,,1371
709,,1297
710,,1326
711,,1303
712,,1298
713,,1228
714,,1247
715,,1233
716,,1252
717,,1195
718,,1113
719,,1172
720,,1134
721,,1142
722,,1034
723,,1077
724,,1105
725,,1049
726,,1004
727,,1091
728,,1005
729,,1016
730,,994
731,,923
732,,987
733,,922
734,,927
735,,894
736,,861
737,,935
738,,873
739,,877
740,,866
741,,898
742,,859
743,,876
744,,873
745,,856
746,,827
747,,838
748,,830
749,,807
750,,785
751,,807
752,,800
753,,802
754,,760
755,,774
756,,696
757,,772
758,,791
759,,769
760,,729
761,,751
762,,760
763,,741
764,,765
765,,722
766,,704
767,,679
768,,724
769,,751
770,,760
771,,724
772,,777
773,,722
774,,723
775,,709
776,,711
777,,742
778,,729
779,,717
780,,737
781,,728
782,,731
783,,699
784,,729
785,,755
786,,711
787,,735
788,,725
789,,648
790,,681
791,,676
792,,711
793,,691
794,,708
795,,732
796,,711
797,,645
798,,713
799,,657
800,,659
801,,669
802,,712
803,,675
804,,688
805,,729
806,,649
807,,686
808,,653
809,,671
810,,712
811,,681
812,,710
813,,695
814,,717
815,,675
816,,676
817,,743
818,,693
819,,679
820,,671
821,,695
822,,695
823,,606
824,,629
825,,686
826,,657
827,,670
828,,674
829,,651
830,,645
831,,668
832,,681
833,,669
834,,704
835,,707
836,,668
837,,708
838,,671
839,,634
840,,721
841,,645
842,,685
843,,668
844,,616
845,,696
846,,695
847,,653
848,,671
849,,661
850,,652
851,,655
852,,646
853,,692
854,,697
855,,684
856,,615
857,,719
858,,703
859,,638
860,,670
861,,699
862,,672
863,,674
864,,686
865,,719
866,,672
867,,673
868,,708
869,,708
870,,700
871,,705
872,,754
873,,677
874,,677
875,,713
876,,681
877,,689
878,,725
879,,687
880,,675
881,,730
882,,673
883,,703
884,,694
885,,677
886,,704
887,,646
888,,715
889,,681
890,,743
891,,689
892,,761
893,,722
894,,728
895,,699
896,,687
897,,695
898,,735
899,,744
900,,730
901,,715
902,,697
903,,755
904,,717
905,,754
906,,752
907,,705
908,,708
909,,739
910,,749
911,,679
912,,750
913,,711
914,,744
915,,753
916,,723
917,,738
918,,797
919,,710
920,,782
921,,783
922,,718
923,,758
924,,780
925,,706
926,,713
927,,714
928,,725
929,,758
930,,714
931,,749
932,,752
933,,758
934,,734
935,,739
936,,765
937,,710
938,,771
939,,770
940,,724
941,,710
942,,749
943,,715
944,,737
945,,797
946,,721
947,,767
948,,696
949,,706
950,,731
951,,730
952,,718
953,,710
954,,736
955,,757
956,,752
957,,741
958,,755
959,,707
960,,743
961,,758
962,,690
963,,741
964,,744
965,,758
966,,711
967,,673
968,,698
969,,711
970,,682
971,,730
972,,708
973,,713
974,,702
975,,690
976,,668
977,,685
978,,628
979,,692
980,,671
981,,671
982,,654
983,,653
984,,638
985,,646
986,,643
987,,672
988,,636
989,,628
990,,605
991,,647
992,,645
993,,690
994,,590
995,,686
996,,658
997,,657
998,,634
999,,585
1000,,621
1001,,593
1002,,637
1003,,620
1004,,698
1005,,613
1006,,641
1007,,606
1008,,621
1009,,625
1010,,613
1011,,644
1012,,596
1013,,559
1014,,609
1015,,568
1016,,600
1017,,626
1018,,595
1019,,621
1020,,602
1021,,555
1022,,625
1023,,625
