Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Amp
High Voltage:,1800
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.20
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:Elapsed Real Time:,54.41
Elapsed Live Time:,25.08
Start Time:,January 17, 2019, 03:06:30
End Time:,January 17, 2019, 03:07:25
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
202,,1052
203,,1143
204,,1126
205,,1081
206,,1130
207,,1174
208,,1149
209,,1165
210,,1193
211,,1269
212,,1253
213,,1305
214,,1338
215,,1386
216,,1447
217,,1515
218,,1446
219,,1519
220,,1396
221,,1567
222,,1628
223,,1606
224,,1748
225,,1729
226,,1762
227,,1889
228,,1982
229,,1878
230,,1987
231,,1997
232,,2177
233,,2242
234,,2187
235,,2307
236,,2368
237,,2424
238,,2580
239,,2675
240,,2644
241,,2711
242,,2834
243,,3052
244,,3051
245,,3175
246,,3170
247,,3289
248,,3409
249,,3461
250,,3555
251,,3685
252,,3787
253,,3979
254,,4012
255,,4062
256,,4254
257,,4327
258,,4373
259,,4494
260,,4461
261,,4792
262,,4831
263,,4954
264,,4922
265,,5086
266,,5093
267,,5154
268,,5164
269,,5301
270,,5392
271,,5582
272,,5467
273,,5387
274,,5504
275,,5522
276,,5576
277,,5691
278,,5604
279,,5722
280,,5667
281,,5578
282,,5447
283,,5570
284,,5548
285,,5346
286,,5419
287,,5368
288,,5331
289,,5201
290,,5181
291,,5240
292,,5171
293,,4950
294,,4957
295,,4831
296,,4625
297,,4696
298,,4469
299,,4368
300,,4431
301,,4159
302,,4143
303,,4049
304,,3987
305,,3817
306,,3742
307,,3670
308,,3583
309,,3332
310,,3287
311,,3184
312,,2986
313,,2959
314,,2859
315,,2839
316,,2726
317,,2578
318,,2515
319,,2390
320,,2342
321,,2241
322,,2157
323,,2086
324,,1908
325,,1924
326,,1835
327,,1768
328,,1640
329,,1647
330,,1548
331,,1535
332,,1410
333,,1382
334,,1341
335,,1262
336,,1228
337,,1068
338,,1071
339,,1085
340,,1071
341,,997
342,,990
343,,919
344,,929
345,,851
346,,857
347,,834
348,,770
349,,772
350,,751
351,,677
352,,733
353,,648
354,,618
355,,615
356,,585
357,,564
358,,587
359,,548
360,,522
361,,543
362,,498
363,,527
364,,509
365,,454
366,,432
367,,424
368,,472
369,,456
370,,428
371,,402
372,,421
373,,376
374,,394
375,,368
376,,399
377,,405
378,,362
379,,405
380,,403
381,,354
382,,397
383,,349
384,,362
385,,342
386,,354
387,,354
388,,341
389,,320
390,,323
391,,318
392,,326
393,,331
394,,329
395,,337
396,,309
397,,327
398,,317
399,,287
400,,333
401,,320
402,,318
403,,319
404,,318
405,,320
406,,296
407,,316
408,,338
409,,319
410,,325
411,,303
412,,316
413,,304
414,,292
415,,301
416,,326
417,,281
418,,320
419,,328
420,,308
421,,336
422,,277
423,,302
424,,307
425,,296
426,,302
427,,298
428,,321
429,,320
430,,320
431,,285
432,,295
433,,325
434,,315
435,,313
436,,322
437,,350
438,,340
439,,308
440,,304
441,,331
442,,318
443,,334
444,,331
445,,320
446,,354
447,,325
448,,346
449,,332
450,,358
451,,336
452,,326
453,,341
454,,350
455,,347
456,,343
457,,349
458,,375
459,,328
460,,340
461,,376
462,,333
463,,338
464,,366
465,,352
466,,342
467,,360
468,,347
469,,342
470,,355
471,,372
472,,353
473,,350
474,,316
475,,309
476,,351
477,,354
478,,354
479,,354
480,,340
481,,329
482,,332
483,,358
484,,372
485,,386
486,,321
487,,355
488,,330
489,,377
490,,382
491,,359
492,,354
493,,385
494,,379
495,,351
496,,368
497,,343
498,,377
499,,355
500,,356
501,,357
502,,392
503,,374
504,,406
505,,399
506,,360
507,,378
508,,355
509,,401
510,,362
511,,425
512,,416
513,,422
514,,385
515,,411
516,,402
517,,375
518,,436
519,,398
520,,379
521,,413
522,,411
523,,395
524,,407
525,,443
526,,402
527,,411
528,,397
529,,444
530,,438
531,,419
532,,430
533,,434
534,,399
535,,449
536,,412
537,,420
538,,438
539,,493
540,,503
541,,448
542,,461
543,,491
544,,461
545,,463
546,,440
547,,498
548,,479
549,,470
550,,492
551,,466
552,,530
553,,511
554,,481
555,,520
556,,505
557,,505
558,,504
559,,486
560,,513
561,,530
562,,554
563,,589
564,,583
565,,550
566,,578
567,,575
568,,600
569,,629
570,,620
571,,638
572,,643
573,,637
574,,659
575,,664
576,,643
577,,681
578,,690
579,,706
580,,684
581,,693
582,,711
583,,726
584,,753
585,,743
586,,739
587,,787
588,,825
589,,797
590,,844
591,,839
592,,884
593,,869
594,,885
595,,876
596,,920
597,,923
598,,943
599,,999
600,,1032
601,,961
602,,1064
603,,1044
604,,1039
605,,1027
606,,1080
607,,1129
608,,1121
609,,1215
610,,1178
611,,1238
612,,1238
613,,1229
614,,1231
615,,1283
616,,1318
617,,1316
618,,1323
619,,1340
620,,1307
621,,1420
622,,1363
623,,1439
624,,1505
625,,1363
626,,1427
627,,1516
628,,1550
629,,1502
630,,1545
631,,1517
632,,1545
633,,1491
634,,1614
635,,1589
636,,1575
637,,1604
638,,1609
639,,1673
640,,1652
641,,1554
642,,1619
643,,1611
644,,1578
645,,1603
646,,1589
647,,1621
648,,1550
649,,1595
650,,1575
651,,1514
652,,1538
653,,1515
654,,1536
655,,1524
656,,1491
657,,1552
658,,1500
659,,1459
660,,1418
661,,1503
662,,1435
663,,1398
664,,1379
665,,1364
666,,1343
667,,1312
668,,1325
669,,1363
670,,1336
671,,1236
672,,1253
673,,1197
674,,1230
675,,1171
676,,1139
677,,1101
678,,1102
679,,1006
680,,1077
681,,1012
682,,995
683,,979
684,,908
685,,984
686,,949
687,,847
688,,846
689,,829
690,,787
691,,807
692,,752
693,,724
694,,653
695,,672
696,,677
697,,663
698,,659
699,,657
700,,644
701,,562
702,,578
703,,531
704,,538
705,,514
706,,520
707,,465
708,,489
709,,489
710,,435
711,,436
712,,442
713,,462
714,,393
715,,383
716,,407
717,,380
718,,342
719,,375
720,,343
721,,358
722,,354
723,,361
724,,321
725,,325
726,,321
727,,307
728,,287
729,,288
730,,317
731,,277
732,,279
733,,261
734,,259
735,,259
736,,255
737,,255
738,,260
739,,258
740,,263
741,,258
742,,268
743,,248
744,,255
745,,227
746,,257
747,,218
748,,247
749,,237
750,,248
751,,195
752,,216
753,,252
754,,215
755,,214
756,,224
757,,206
758,,190
759,,230
760,,215
761,,215
762,,239
763,,203
764,,213
765,,214
766,,210
767,,213
768,,202
769,,234
770,,198
771,,238
772,,210
773,,198
774,,204
775,,212
776,,215
777,,200
778,,193
779,,202
780,,201
781,,195
782,,220
783,,212
784,,188
785,,206
786,,203
787,,199
788,,220
789,,207
790,,202
791,,208
792,,183
793,,219
794,,209
795,,223
796,,220
797,,196
798,,203
799,,187
800,,211
801,,210
802,,201
803,,181
804,,233
805,,189
806,,208
807,,216
808,,198
809,,213
810,,221
811,,221
812,,184
813,,220
814,,221
815,,202
816,,195
817,,207
818,,186
819,,185
820,,205
821,,216
822,,184
823,,240
824,,206
825,,235
826,,202
827,,228
828,,209
829,,219
830,,207
831,,215
832,,216
833,,211
834,,224
835,,250
836,,198
837,,205
838,,219
839,,200
840,,246
841,,212
842,,211
843,,254
844,,195
845,,224
846,,252
847,,225
848,,249
849,,227
850,,222
851,,213
852,,214
853,,213
854,,221
855,,222
856,,224
857,,215
858,,234
859,,241
860,,255
861,,234
862,,230
863,,251
864,,251
865,,252
866,,242
867,,254
868,,243
869,,252
870,,261
871,,234
872,,230
873,,255
874,,263
875,,254
876,,252
877,,278
878,,239
879,,238
880,,288
881,,257
882,,252
883,,260
884,,261
885,,245
886,,259
887,,283
888,,308
889,,261
890,,259
891,,272
892,,283
893,,268
894,,256
895,,254
896,,272
897,,260
898,,269
899,,277
900,,265
901,,278
902,,255
903,,258
904,,267
905,,261
906,,271
907,,300
908,,262
909,,280
910,,286
911,,268
912,,263
913,,281
914,,253
915,,283
916,,281
917,,273
918,,278
919,,258
920,,279
921,,268
922,,247
923,,268
924,,271
925,,251
926,,264
927,,244
928,,295
929,,267
930,,263
931,,260
932,,260
933,,241
934,,252
935,,250
936,,262
937,,234
938,,267
939,,280
940,,223
941,,240
942,,254
943,,254
944,,228
945,,229
946,,253
947,,207
948,,222
949,,257
950,,241
951,,204
952,,197
953,,236
954,,201
955,,218
956,,190
957,,216
958,,185
959,,218
960,,196
961,,226
962,,196
963,,228
964,,192
965,,198
966,,171
967,,211
968,,188
969,,198
970,,167
971,,189
972,,191
973,,194
974,,202
975,,174
976,,192
977,,192
978,,173
979,,184
980,,160
981,,192
982,,178
983,,172
984,,165
985,,172
986,,174
987,,183
988,,173
989,,147
990,,148
991,,175
992,,160
993,,165
994,,188
995,,197
996,,183
997,,176
998,,170
999,,177
1000,,159
1001,,153
1002,,165
1003,,169
1004,,180
1005,,182
1006,,182
1007,,140
1008,,157
1009,,186
1010,,170
1011,,183
1012,,137
1013,,164
1014,,153
1015,,149
1016,,152
1017,,153
1018,,168
1019,,153
1020,,132
1021,,167
1022,,145
1023,,145
